 +-----------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                     |   Total  |       Mean      |   rms   |  min |   max  |
 | *AllStreams/Phys/D2KSKPLLForDstarD2KShh/Particles                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2KSKPLLForDstarD2KShh/decayVertices                                        |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2KSKPLLForDstarD2KShhCompleteEvent/Particles                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2KSKPLLForDstarD2KShhCompleteEvent/decayVertices                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2XMuMu_2KPiLine/Particle2VertexRelations                                   |     3802 |     9.4+-0.2    | 4.4     |    4 | 30     |
 | *AllStreams/Phys/D2XMuMu_2KPiLine/Particles                                                  |      648 |     1.6+-0.0    | 0.9     |    1 | 8      |
 | *AllStreams/Phys/D2XMuMu_2KPiLine/_RefitPVs                                                  |      648 |     1.6+-0.0    | 0.9     |    1 | 8      |
 | *AllStreams/Phys/D2XMuMu_2KPiLine/decayVertices                                              |      648 |     1.6+-0.0    | 0.9     |    1 | 8      |
 | *AllStreams/Phys/D2XMuMu_K2PiLine/Particle2VertexRelations                                   |     2461 |     9.1+-0.3    | 4.2     |    4 | 28     |
 | *AllStreams/Phys/D2XMuMu_K2PiLine/Particles                                                  |      287 |     1.1+-0.0    | 0.3     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_K2PiLine/_RefitPVs                                                  |      287 |     1.1+-0.0    | 0.3     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_K2PiLine/decayVertices                                              |      287 |     1.1+-0.0    | 0.3     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_K3PiLine/Particle2VertexRelations                                   |      318 |    10.3+-0.9    | 5.2     |    5 | 23     |
 | *AllStreams/Phys/D2XMuMu_K3PiLine/Particles                                                  |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_K3PiLine/_RefitPVs                                                  |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_K3PiLine/decayVertices                                              |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_KKPiPiLine/Particle2VertexRelations                                 |      161 |    11.5+-1.6    | 5.8     |    5 | 22     |
 | *AllStreams/Phys/D2XMuMu_KKPiPiLine/Particles                                                |       22 |     1.6+-0.2    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_KKPiPiLine/_RefitPVs                                                |       22 |     1.6+-0.2    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_KKPiPiLine/decayVertices                                            |       22 |     1.6+-0.2    | 0.6     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_Lambdac2PPiPiLine/Particle2VertexRelations                          |     1166 |     7.2+-0.3    | 3.3     |    4 | 24     |
 | *AllStreams/Phys/D2XMuMu_Lambdac2PPiPiLine/Particles                                         |      183 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/D2XMuMu_Lambdac2PPiPiLine/_RefitPVs                                         |      183 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/D2XMuMu_Lambdac2PPiPiLine/decayVertices                                     |      183 |     1.1+-0.0    | 0.3     |    1 | 2      |
 | *AllStreams/Phys/D2XMuMu_PiCalLine/Particle2VertexRelations                                  |     1752 |    14.5+-0.6    | 6.5     |    7 | 43     |
 | *AllStreams/Phys/D2XMuMu_PiCalLine/Particles                                                 |      464 |     3.8+-0.2    | 2.4     |    2 | 16     |
 | *AllStreams/Phys/D2XMuMu_PiCalLine/_RefitPVs                                                 |      464 |     3.8+-0.2    | 2.4     |    2 | 16     |
 | *AllStreams/Phys/D2XMuMu_PiCalLine/decayVertices                                             |      464 |     3.8+-0.2    | 2.4     |    2 | 16     |
 | *AllStreams/Phys/D2XMuMu_PiPiPiPiLine/Particle2VertexRelations                               |      318 |    10.3+-0.9    | 5.2     |    5 | 23     |
 | *AllStreams/Phys/D2XMuMu_PiPiPiPiLine/Particles                                              |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_PiPiPiPiLine/_RefitPVs                                              |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2XMuMu_PiPiPiPiLine/decayVertices                                          |       40 |     1.3+-0.1    | 0.5     |    1 | 3      |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKLine/Particle2VertexRelations                    |        9 |       3         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKLine/Particles                                   |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKSel/decayVertices                                |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKTISLine/Particle2VertexRelations                 |       21 |       3         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKTISLine/Particles                                |        7 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KKTISSel/decayVertices                             |        7 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KPiTISLine/Particle2VertexRelations                |        8 |       8         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KPiTISLine/Particles                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhCompleteEventPromptD2KPiTISSel/decayVertices                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhPromptD2KKLine/Particle2VertexRelations                                 |        9 |       3         |         |      |        |
 | *AllStreams/Phys/D2hhPromptD2KKLine/Particles                                                |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhPromptD2KKSel/decayVertices                                             |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhWSCompleteEventPromptD2KKLine/Particle2VertexRelations                  |        9 |       3         |         |      |        |
 | *AllStreams/Phys/D2hhWSCompleteEventPromptD2KKLine/Particles                                 |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhWSCompleteEventPromptD2KKSel/decayVertices                              |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhhControl_HHHIncLine/Particle2VertexRelations                            |     1455 |     6.0+-0.2    | 2.9     |    4 | 23     |
 | *AllStreams/Phys/D2hhhControl_HHHIncLine/Particles                                           |      305 |     1.3+-0.0    | 0.5     |    1 | 4      |
 | *AllStreams/Phys/D2hhhControl_HHHIncLine/decayVertices                                       |      305 |     1.3+-0.0    | 0.5     |    1 | 4      |
 | *AllStreams/Phys/D2hhhControl_KKPLine/Particle2VertexRelations                               |      295 |     5.5+-0.3    | 2.4     |    4 | 19     |
 | *AllStreams/Phys/D2hhhControl_KKPLine/Particles                                              |       55 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/D2hhhControl_KKPLine/decayVertices                                          |       55 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/D2hhhControl_KPPLine/Particle2VertexRelations                               |      173 |     6.7+-0.7    | 3.4     |    4 | 14     |
 | *AllStreams/Phys/D2hhhControl_KPPLine/Particles                                              |       27 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/D2hhhControl_KPPLine/decayVertices                                          |       27 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/D2hhhControl_KPPosLine/Particle2VertexRelations                             |       32 |     6.4+-1.3    | 2.9     |    4 | 12     |
 | *AllStreams/Phys/D2hhhControl_KPPosLine/Particles                                            |        5 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhhControl_KPPosLine/decayVertices                                        |        5 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhhControl_PPPLine/Particle2VertexRelations                               |       31 |     4.4+-0.2    | 0.5     |    4 | 5      |
 | *AllStreams/Phys/D2hhhControl_PPPLine/Particles                                              |        7 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhhControl_PPPLine/decayVertices                                          |        7 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_HHHIncLine/Particle2VertexRelations                                   |     1167 |     6.0+-0.2    | 3.1     |    4 | 23     |
 | *AllStreams/Phys/D2hhh_HHHIncLine/Particles                                                  |      220 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *AllStreams/Phys/D2hhh_HHHIncLine/decayVertices                                              |      220 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *AllStreams/Phys/D2hhh_KKPLine/Particle2VertexRelations                                      |      287 |     5.4+-0.3    | 2.4     |    4 | 19     |
 | *AllStreams/Phys/D2hhh_KKPLine/Particles                                                     |       53 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_KKPLine/decayVertices                                                 |       53 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_KPPLine/Particle2VertexRelations                                      |      173 |     6.7+-0.7    | 3.4     |    4 | 14     |
 | *AllStreams/Phys/D2hhh_KPPLine/Particles                                                     |       27 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/D2hhh_KPPLine/decayVertices                                                 |       27 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/D2hhh_KPPosLine/Particle2VertexRelations                                    |       11 |     5.5+-0.4    | 0.5     |    5 | 6      |
 | *AllStreams/Phys/D2hhh_KPPosLine/Particles                                                   |        2 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_KPPosLine/decayVertices                                               |        2 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_PPPLine/Particle2VertexRelations                                      |       13 |     4.3+-0.3    | 0.5     |    4 | 5      |
 | *AllStreams/Phys/D2hhh_PPPLine/Particles                                                     |        3 |       1         |         |      |        |
 | *AllStreams/Phys/D2hhh_PPPLine/decayVertices                                                 |        3 |       1         |         |      |        |
 | *AllStreams/Phys/DForPromptCharm/Particle2VertexRelations                                    |       49 |     9.8+-1.6    | 3.5     |    6 | 16     |
 | *AllStreams/Phys/DForPromptCharm/Particles                                                   |        5 |       1         |         |      |        |
 | *AllStreams/Phys/DForPromptCharm/decayVertices                                               |        5 |       1         |         |      |        |
 | *AllStreams/Phys/DY2MuMuLine1/Particles                                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DY2MuMuLine1/decayVertices                                                  |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DY2MuMuLine1Hlt/Particles                                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DY2MuMuLine1Hlt/decayVertices                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DetachedPhiForCcbar2Phi/Particles                                           |       10 |     3.3+-1.5    | 2.6     |    1 | 7      |
 | *AllStreams/Phys/DetachedPhiForCcbar2Phi/decayVertices                                       |       10 |     3.3+-1.5    | 2.6     |    1 | 7      |
 | *AllStreams/Phys/DiTracksForCharmlessBBsPhiRho/Particles                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DiTracksForCharmlessBBsPhiRho/decayVertices                                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesDownCandidates/Particles                                       |       16 |       8         |         |      |        |
 | *AllStreams/Phys/DisplVerticesHLTPS/Particles                                                |      145 |     9.7+-1.0    | 3.8     |    6 | 18     |
 | *AllStreams/Phys/DisplVerticesHLTPS/decayVertices                                            |       15 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesSingle/Particles                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesSingle/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesSingleDown/Particles                                           |        2 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesSingleDown/decayVertices                                       |        2 |       1         |         |      |        |
 | *AllStreams/Phys/DisplVerticesSinglePS/Particles                                             |       64 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/DisplVerticesSinglePS/decayVertices                                         |       64 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/DisplVerticesWithVeloCandidates/Particles                                   |      474 |     7.5+-0.4    | 3.0     |    5 | 17     |
 | *AllStreams/Phys/DsForPromptCharm/Particle2VertexRelations                                   |       21 |       7         |         |      |        |
 | *AllStreams/Phys/DsForPromptCharm/Particles                                                  |        3 |       1         |         |      |        |
 | *AllStreams/Phys/DsForPromptCharm/decayVertices                                              |        3 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKKLine/Particle2VertexRelations                  |       22 |      22         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKKLine/Particles                                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKKLine/decayVertices                             |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKMinusPiPlusLine/Particle2VertexRelations        |       24 |      24         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKMinusPiPlusLine/Particles                       |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKMinusPiPlusLine/decayVertices                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKPlusPiMinusLine/Particle2VertexRelations        |       24 |      24         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKPlusPiMinusLine/Particles                       |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffKPlusPiMinusLine/decayVertices                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffPiPiLine/Particle2VertexRelations                |       13 |      13         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffPiPiLine/Particles                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02KShh_ForTrackingEffPiPiLine/decayVertices                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02Kpipi0RS/Particle2VertexRelations                                   |      160 |    13.3+-1.8    | 6.2     |    8 | 25     |
 | *AllStreams/Phys/DstarD02Kpipi0RS/Particles                                                  |       16 |     1.3+-0.1    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarD02Kpipi0RS/decayVertices                                              |       16 |     1.3+-0.1    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarD02Kpipi0WS/Particle2VertexRelations                                   |      112 |    11.2+-1.0    | 3.1     |    8 | 17     |
 | *AllStreams/Phys/DstarD02Kpipi0WS/Particles                                                  |       16 |     1.6+-0.3    | 0.9     |    1 | 4      |
 | *AllStreams/Phys/DstarD02Kpipi0WS/decayVertices                                              |       16 |     1.6+-0.3    | 0.9     |    1 | 4      |
 | *AllStreams/Phys/DstarD02xxDst2PiD02KpiBox/Particle2VertexRelations                          |        5 |       5         |         |      |        |
 | *AllStreams/Phys/DstarD02xxDst2PiD02KpiBox/Particles                                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02xxDst2PiD02KpiBox/decayVertices                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02xxDst2PiD02Kpi_untagged_Box/Particle2VertexRelations                |       17 |     5.7+-1.8    | 3.1     |    3 | 10     |
 | *AllStreams/Phys/DstarD02xxDst2PiD02Kpi_untagged_Box/Particles                               |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarD02xxDst2PiD02Kpi_untagged_Box/decayVertices                           |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarD02xxseq_D02KpiforTag_selection/Particles                              |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD02xxseq_D02KpiforTag_selection/decayVertices                          |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhCompleteEventKPLLLine/Particle2VertexRelations                   |       41 |      41         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhCompleteEventKPLLLine/Particles                                  |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhCompleteEventKPLLLine/decayVertices                              |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhKPLLLine/Particle2VertexRelations                                |       41 |      41         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhKPLLLine/Particles                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarD2KShhKPLLLine/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarForPromptCharm/Particle2VertexRelations                                |       31 |    10.3+-2.9    | 5.0     |    5 | 17     |
 | *AllStreams/Phys/DstarForPromptCharm/Particles                                               |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarForPromptCharm/decayVertices                                           |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarPromptWithD02HHHHLine/Particle2VertexRelations                         |       13 |      13         |         |      |        |
 | *AllStreams/Phys/DstarPromptWithD02HHHHLine/Particles                                        |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarPromptWithD02HHHHLine/decayVertices                                    |        1 |       1         |         |      |        |
 | *AllStreams/Phys/DstarPromptWithD02HHHHNoPIDLine/Particle2VertexRelations                    |       18 |     9.0+-1.4    | 2.0     |    7 | 11     |
 | *AllStreams/Phys/DstarPromptWithD02HHHHNoPIDLine/Particles                                   |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarPromptWithD02HHHHNoPIDLine/decayVertices                               |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/DstarPromptWithD02HHMuMuControlLine/Particle2VertexRelations                |      490 |    13.2+-1.1    | 6.4     |    7 | 30     |
 | *AllStreams/Phys/DstarPromptWithD02HHMuMuControlLine/Particles                               |      105 |     2.8+-0.4    | 2.3     |    1 | 11     |
 | *AllStreams/Phys/DstarPromptWithD02HHMuMuControlLine/decayVertices                           |      105 |     2.8+-0.4    | 2.3     |    1 | 11     |
 | *AllStreams/Phys/EtaforB2XEta/Particles                                                      |       12 |       1         |         |      |        |
 | *AllStreams/Phys/FullDSTDiElectronBiasedIncDiElectronLowMassLine/Particle2VertexRelations    |       20 |     3.3+-0.3    | 0.7     |    3 | 5      |
 | *AllStreams/Phys/FullDSTDiElectronBiasedIncDiElectronLowMassLine/Particles                   |        7 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/FullDSTDiElectronBiasedIncDiElectronLowMassLine/decayVertices               |        7 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *AllStreams/Phys/FullDSTDiElectronDiElectronLowMassLine/Particle2VertexRelations             |        3 |       3         |         |      |        |
 | *AllStreams/Phys/FullDSTDiElectronDiElectronLowMassLine/Particles                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/FullDSTDiElectronDiElectronLowMassLine/decayVertices                        |        1 |       1         |         |      |        |
 | *AllStreams/Phys/HadFor3bodyCSAndForD2XMuMu/Particles                                        |     1075 |     2.4+-0.0    | 0.9     |    1 | 6      |
 | *AllStreams/Phys/HadFor4bodyCSAndForD2XMuMu/Particles                                        |       74 |     1.8+-0.2    | 1.0     |    1 | 4      |
 | *AllStreams/Phys/K0SDDLineV0ForPID/Particle2VertexRelations                                  |     1977 |     3.4+-0.0    | 1.2     |    3 | 14     |
 | *AllStreams/Phys/K0SDDLineV0ForPID/Particles                                                 |      659 |     1.1+-0.0    | 0.4     |    1 | 5      |
 | *AllStreams/Phys/K0SDDLineV0ForPID/decayVertices                                             |      659 |     1.1+-0.0    | 0.4     |    1 | 5      |
 | *AllStreams/Phys/K0SLLLineV0ForPID/Particle2VertexRelations                                  |     2118 |     3.7+-0.1    | 1.9     |    3 | 24     |
 | *AllStreams/Phys/K0SLLLineV0ForPID/Particles                                                 |      627 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *AllStreams/Phys/K0SLLLineV0ForPID/decayVertices                                             |      627 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *AllStreams/Phys/KForDstarD02KShh_ForTrackingEff/Particles                                   |        2 |       2         |         |      |        |
 | *AllStreams/Phys/KForDstarD2KShh/Particles                                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KForDstarD2KShhCompleteEvent/Particles                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KInputsBeauty2CharmFilter/Particles                                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KKTracksForCharmlessBBsPhiRho/Particles                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KKTracksForCharmlessBBsPhiRho/decayVertices                                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KS02MuMuNoMuIDLine/Particle2VertexRelations                                 |      681 |     3.6+-0.1    | 1.3     |    3 | 8      |
 | *AllStreams/Phys/KS02MuMuNoMuIDLine/Particles                                                |      194 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/KS02MuMuNoMuIDLine/_RefitPVs                                                |      194 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/KS02MuMuNoMuIDLine/decayVertices                                            |      194 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/KSforB2KShhDD/Particles                                                     |        2 |       1         |         |      |        |
 | *AllStreams/Phys/KSforB2KShhDD/decayVertices                                                 |        2 |       1         |         |      |        |
 | *AllStreams/Phys/KSforB2XEtaB2etapKSDD/Particles                                             |        6 |       1         |         |      |        |
 | *AllStreams/Phys/KSforB2XEtaB2etapKSDD/decayVertices                                         |        6 |       1         |         |      |        |
 | *AllStreams/Phys/KSforB2XEtaB2etapKSLL/Particles                                             |        6 |       1         |         |      |        |
 | *AllStreams/Phys/KSforB2XEtaB2etapKSLL/decayVertices                                         |        6 |       1         |         |      |        |
 | *AllStreams/Phys/KTopoInputsBeauty2CharmFilter/Particles                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/K_forB2XuMuNu/Particles                                                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KaonForCcbar2Phi/Particles                                                  |        2 |       2         |         |      |        |
 | *AllStreams/Phys/KaonsForCharmForVubPrescaled/Particles                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KsLLForDstarD2KShh/Particles                                                |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KsLLForDstarD2KShh/decayVertices                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KsLLForDstarD2KShhCompleteEvent/Particles                                   |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KsLLForDstarD2KShhCompleteEvent/decayVertices                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kst2KpiForBetaSBs2PhiKst/Particles                                          |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kst2KpiForBetaSBs2PhiKst/decayVertices                                      |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KKDstarD02KShh_ForTrackingEff/Particles                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KKDstarD02KShh_ForTrackingEff/decayVertices                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KMinusPiPlusDstarD02KShh_ForTrackingEff/Particles                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KMinusPiPlusDstarD02KShh_ForTrackingEff/decayVertices                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KPlusPiMinusDstarD02KShh_ForTrackingEff/Particles                     |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2KPlusPiMinusDstarD02KShh_ForTrackingEff/decayVertices                 |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2PiPiDstarD02KShh_ForTrackingEff/Particles                             |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Kstar2PiPiDstarD02KShh_ForTrackingEff/decayVertices                         |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KstarForBd2JpsieeKstar/Particles                                            |        3 |       3         |         |      |        |
 | *AllStreams/Phys/KstarForBd2JpsieeKstar/decayVertices                                        |        3 |       3         |         |      |        |
 | *AllStreams/Phys/KstarForBd2eeKstar/Particles                                                |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KstarForBd2eeKstar/decayVertices                                            |        1 |       1         |         |      |        |
 | *AllStreams/Phys/KstarForBd2eeKstarBDT/Particles                                             |        2 |       1         |         |      |        |
 | *AllStreams/Phys/KstarForBd2eeKstarBDT/decayVertices                                         |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lam0DDIsMUONLineV0ForPID/Particle2VertexRelations                           |       15 |     3.8+-0.4    | 0.8     |    3 | 5      |
 | *AllStreams/Phys/Lam0DDIsMUONLineV0ForPID/Particles                                          |        4 |       1         |         |      |        |
 | *AllStreams/Phys/Lam0DDIsMUONLineV0ForPID/decayVertices                                      |        4 |       1         |         |      |        |
 | *AllStreams/Phys/Lam0DDLineV0ForPID/Particle2VertexRelations                                 |      422 |     3.7+-0.1    | 1.3     |    3 | 10     |
 | *AllStreams/Phys/Lam0DDLineV0ForPID/Particles                                                |      119 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/Lam0DDLineV0ForPID/decayVertices                                            |      119 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/Lam0LLLine1V0ForPID/Particle2VertexRelations                                |      241 |     3.8+-0.2    | 1.7     |    3 | 12     |
 | *AllStreams/Phys/Lam0LLLine1V0ForPID/Particles                                               |       67 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/Lam0LLLine1V0ForPID/decayVertices                                           |       67 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *AllStreams/Phys/Lam0LLLine2V0ForPID/Particle2VertexRelations                                |       10 |     5.0+-1.4    | 2.0     |    3 | 7      |
 | *AllStreams/Phys/Lam0LLLine2V0ForPID/Particles                                               |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lam0LLLine2V0ForPID/decayVertices                                           |        2 |       1         |         |      |        |
 | *AllStreams/Phys/Lambda0forLb2V0hhDD/Particles                                               |        1 |       1         |         |      |        |
 | *AllStreams/Phys/Lambda0forLb2V0hhDD/decayVertices                                           |        1 |       1         |         |      |        |
 | *AllStreams/Phys/LambdaCForPromptCharm/Particle2VertexRelations                              |     1077 |     8.4+-0.2    | 1.9     |    7 | 19     |
 | *AllStreams/Phys/LambdaCForPromptCharm/Particles                                             |      130 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/LambdaCForPromptCharm/decayVertices                                         |      130 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *AllStreams/Phys/LambdaCstarForPromptCharm/Particle2VertexRelations                          |     1530 |    21.5+-1.6    | 13.7    |   10 | 91     |
 | *AllStreams/Phys/LambdaCstarForPromptCharm/Particles                                         |      405 |     5.7+-1.1    | 9.1     |    1 | 58     |
 | *AllStreams/Phys/LambdaCstarForPromptCharm/decayVertices                                     |      405 |     5.7+-1.1    | 9.1     |    1 | 58     |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKK/decayVertices                                        |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKKLine/Particle2VertexRelations                         |       10 |     5.0+-0.7    | 1.0     |    4 | 6      |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKKLine/Particles                                        |        3 |     1.5+-0.4    | 0.5     |    1 | 2      |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKPi/decayVertices                                       |      108 |       1         |         |      |        |
 | *AllStreams/Phys/Lambdac2PHHLambdac2PKPiLine/Particle2VertexRelations                        |      722 |     6.7+-0.3    | 3.1     |    4 | 20     |
