 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/SelConjugateD0ForDstar_4PiForCharmFromBSemi/Particles                       |        1 |       1         |         |      |        |
 | *Charm/Phys/SelConjugateD0ForDstar_K3PiForCharmFromBSemi/Particles                      |        1 |       1         |         |      |        |
 | *Charm/Phys/SelConjugateD0ForDstar_KPiGammaForCharmFromBSemi/Particles                  |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD02KKForPromptCharm/Particles                                            |       30 |       1         |         |      |        |
 | *Charm/Phys/SelD02KKForPromptCharm/decayVertices                                        |       30 |       1         |         |      |        |
 | *Charm/Phys/SelD02KpiForPromptCharm/Particles                                           |      115 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/SelD02KpiForPromptCharm/decayVertices                                       |      115 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/SelD02KsKKDDforCharmFromBSemi/Particles                                     |        2 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKKDDforCharmFromBSemi/decayVertices                                 |        2 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKPiDDforCharmFromBSemi/Particles                                    |        6 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKPiDDforCharmFromBSemi/decayVertices                                |        6 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKPiLLforCharmFromBSemi/Particles                                    |        3 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKPiLLforCharmFromBSemi/decayVertices                                |        3 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKsforCharmFromBSemi/Particles                                       |        2 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsKsforCharmFromBSemi/decayVertices                                   |        2 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsPiPiDDforCharmFromBSemi/Particles                                   |       14 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelD02KsPiPiDDforCharmFromBSemi/decayVertices                               |       14 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelD02KsPiPiLLforCharmFromBSemi/Particles                                   |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsPiPiLLforCharmFromBSemi/decayVertices                               |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD02KsPiPiPi0ResolvedDDforCharmFromBSemi/Particles                        |        7 |     1.4+-0.4    | 0.8     |    1 | 3      |
 | *Charm/Phys/SelD02KsPiPiPi0ResolvedDDforCharmFromBSemi/decayVertices                    |        7 |     1.4+-0.4    | 0.8     |    1 | 3      |
 | *Charm/Phys/SelD02pipiForPromptCharm/Particles                                          |       21 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/SelD02pipiForPromptCharm/decayVertices                                      |       21 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_KKpi0_M_/Particles                                      |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_KKpi0_M_/decayVertices                                  |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_KKpi0_R_/Particles                                      |       22 |     1.4+-0.1    | 0.6     |    1 | 3      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_KKpi0_R_/decayVertices                                  |       22 |     1.4+-0.1    | 0.6     |    1 | 3      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_M_/Particles                                     |       16 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_M_/decayVertices                                 |       16 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_R_/Particles                                     |      307 |     1.7+-0.1    | 1.2     |    1 | 7      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_R_/decayVertices                                 |      307 |     1.7+-0.1    | 1.2     |    1 | 7      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_R_WIDEMASS_/Particles                            |      379 |     2.1+-0.1    | 2.0     |    1 | 13     |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_Kpipi0_R_WIDEMASS_/decayVertices                        |      379 |     2.1+-0.1    | 2.0     |    1 | 13     |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_pipipi0_M_/Particles                                    |       10 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_pipipi0_M_/decayVertices                                |       10 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_pipipi0_R_/Particles                                    |      209 |     1.6+-0.1    | 1.1     |    1 | 8      |
 | *Charm/Phys/SelD0DstarD0ToHHPi0_pipipi0_R_/decayVertices                                |      209 |     1.6+-0.1    | 1.1     |    1 | 8      |
 | *Charm/Phys/SelD0ToHH_SEED_forCharmFromBSemi/Particles                                  |       63 |     1.1+-0.0    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelD0ToHH_SEED_forCharmFromBSemi/decayVertices                              |       63 |     1.1+-0.0    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelD0_to_KKGamma_forCharmFromBSemi/Particles                                |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD0_to_KKGamma_forCharmFromBSemi/decayVertices                            |        1 |       1         |         |      |        |
 | *Charm/Phys/SelD0_to_KPiGamma_forCharmFromBSemi/Particles                               |       10 |       1         |         |      |        |
 | *Charm/Phys/SelD0_to_KPiGamma_forCharmFromBSemi/decayVertices                           |       10 |       1         |         |      |        |
 | *Charm/Phys/SelD0_to_PiPiGamma_forCharmFromBSemi/Particles                              |        5 |       1         |         |      |        |
 | *Charm/Phys/SelD0_to_PiPiGamma_forCharmFromBSemi/decayVertices                          |        5 |       1         |         |      |        |
 | *Charm/Phys/SelDForPromptCharm/Particles                                                |        5 |       1         |         |      |        |
 | *Charm/Phys/SelDForPromptCharm/decayVertices                                            |        5 |       1         |         |      |        |
 | *Charm/Phys/SelDToHHH_SEED/Particles                                                    |       24 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelDToHHH_SEED/decayVertices                                                |       24 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/SelDiMuonForPromptCharm/Particles                                           |        6 |       1         |         |      |        |
 | *Charm/Phys/SelDiMuonForPromptCharm/decayVertices                                       |        6 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KKKforCharmFromBSemi/Particles                                        |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KKKforCharmFromBSemi/decayVertices                                    |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KKPiDCSforCharmFromBSemi/Particles                                    |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KKPiDCSforCharmFromBSemi/decayVertices                                |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KsKforCharmFromBSemi/Particles                                        |       12 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KsKforCharmFromBSemi/decayVertices                                    |       12 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KsPiforCharmFromBSemi/Particles                                       |       21 |       1         |         |      |        |
 | *Charm/Phys/SelDs2KsPiforCharmFromBSemi/decayVertices                                   |       21 |       1         |         |      |        |
 | *Charm/Phys/SelDsForPromptCharm/Particles                                               |        6 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelDsForPromptCharm/decayVertices                                           |        6 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelDstarD0ToHHPi0ForCharmFromBSemi/Particles                                |       28 |     2.5+-0.7    | 2.3     |    1 | 9      |
 | *Charm/Phys/SelDstarD0ToHHPi0ForCharmFromBSemi/decayVertices                            |       28 |     2.5+-0.7    | 2.3     |    1 | 9      |
 | *Charm/Phys/SelDstarForPromptCharm/Particles                                            |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarForPromptCharm/decayVertices                                        |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarKPiDDForCharmFromBSemi/Particles                                    |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarKPiDDForCharmFromBSemi/decayVertices                                |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarKPiLLForCharmFromBSemi/Particles                                    |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarKPiLLForCharmFromBSemi/decayVertices                                |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarPiPiDDForCharmFromBSemi/Particles                                   |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/SelDstarPiPiDDForCharmFromBSemi/decayVertices                               |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/SelDstarPiPiPi0ResolvedDDForCharmFromBSemi/Particles                        |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstarPiPiPi0ResolvedDDForCharmFromBSemi/decayVertices                    |        1 |       1         |         |      |        |
 | *Charm/Phys/SelDstar_2K2PiForCharmFromBSemi/Particles                                   |        2 |       2         |         |      |        |
 | *Charm/Phys/SelDstar_2K2PiForCharmFromBSemi/decayVertices                               |        2 |       2         |         |      |        |
 | *Charm/Phys/SelDstar_4PiForCharmFromBSemi/Particles                                     |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDstar_4PiForCharmFromBSemi/decayVertices                                 |        2 |       1         |         |      |        |
 | *Charm/Phys/SelDstar_K3PiForCharmFromBSemi/Particles                                    |        5 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelDstar_K3PiForCharmFromBSemi/decayVertices                                |        5 |     1.2+-0.2    | 0.4     |    1 | 2      |
 | *Charm/Phys/SelDstar_KPiGammaForCharmFromBSemi/Particles                                |        3 |       1         |         |      |        |
 | *Charm/Phys/SelDstar_KPiGammaForCharmFromBSemi/decayVertices                            |        3 |       1         |         |      |        |
 | *Charm/Phys/SelDstar_PiPiGammaForCharmFromBSemi/Particles                               |        2 |       2         |         |      |        |
 | *Charm/Phys/SelDstar_PiPiGammaForCharmFromBSemi/decayVertices                           |        2 |       2         |         |      |        |
 | *Charm/Phys/SelKsLLForCharmFromBSemi/Particles                                          |       17 |       1         |         |      |        |
 | *Charm/Phys/SelKsLLForCharmFromBSemi/decayVertices                                      |       17 |       1         |         |      |        |
 | *Charm/Phys/SelKsLU_NegLongForCharmFromBSemi/Particles                                  |        2 |       1         |         |      |        |
 | *Charm/Phys/SelKsLU_NegLongForCharmFromBSemi/decayVertices                              |        2 |       1         |         |      |        |
 | *Charm/Phys/SelKsLU_PosLongForCharmFromBSemi/Particles                                  |        6 |       1         |         |      |        |
 | *Charm/Phys/SelKsLU_PosLongForCharmFromBSemi/decayVertices                              |        6 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_KKpi0_M_/Particles                                     |        1 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_KKpi0_M_/decayVertices                                 |        1 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_KKpi0_R_/Particles                                     |       16 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_KKpi0_R_/decayVertices                                 |       16 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_M_/Particles                                    |       14 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_M_/decayVertices                                |       14 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_R_/Particles                                    |      204 |     1.1+-0.0    | 0.4     |    1 | 4      |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_R_/decayVertices                                |      204 |     1.1+-0.0    | 0.4     |    1 | 4      |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_R_WIDEMASS_/Particles                           |      190 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_Kpipi0_R_WIDEMASS_/decayVertices                       |      190 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_pipipi0_M_/Particles                                   |        9 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_pipipi0_M_/decayVertices                               |        9 |       1         |         |      |        |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_pipipi0_R_/Particles                                   |      148 |     1.1+-0.0    | 0.5     |    1 | 5      |
 | *Charm/Phys/SelKstDstarD0ToHHPi0_pipipi0_R_/decayVertices                               |      148 |     1.1+-0.0    | 0.5     |    1 | 5      |
 | *Charm/Phys/SelLambdaCstarForPromptCharm/Particles                                      |        8 |       8         |         |      |        |
 | *Charm/Phys/SelLambdaCstarForPromptCharm/decayVertices                                  |        8 |       8         |         |      |        |
 | *Charm/Phys/SelLc2LambdaPiforCharmFromBSemi/Particles                                   |        1 |       1         |         |      |        |
 | *Charm/Phys/SelLc2LambdaPiforCharmFromBSemi/decayVertices                               |        1 |       1         |         |      |        |
 | *Charm/Phys/SelLc2PKPiDCSforCharmFromBSemi/Particles                                    |        2 |       2         |         |      |        |
 | *Charm/Phys/SelLc2PKPiDCSforCharmFromBSemi/decayVertices                                |        2 |       2         |         |      |        |
 | *Charm/Phys/SelLc2PKPiforCharmFromBSemi/Particles                                       |        6 |       1         |         |      |        |
 | *Charm/Phys/SelLc2PKPiforCharmFromBSemi/decayVertices                                   |        6 |       1         |         |      |        |
 | *Charm/Phys/SelLc2pEEforCharmFromBSemi/Particles                                        |        1 |       1         |         |      |        |
 | *Charm/Phys/SelLc2pEEforCharmFromBSemi/decayVertices                                    |        1 |       1         |         |      |        |
 | *Charm/Phys/SelLc2pPiPiforCharmFromBSemi/Particles                                      |        3 |       1         |         |      |        |
 | *Charm/Phys/SelLc2pPiPiforCharmFromBSemi/decayVertices                                  |        3 |       1         |         |      |        |
 | *Charm/Phys/SelSigmaCForPromptCharm/Particles                                           |       14 |     7.0+-2.8    | 4.0     |    3 | 11     |
 | *Charm/Phys/SelSigmaCForPromptCharm/decayVertices                                       |       14 |     7.0+-2.8    | 4.0     |    3 | 11     |
 | *Charm/Phys/SelX_to_KK_forCharmFromBSemi/Particles                                      |        1 |       1         |         |      |        |
 | *Charm/Phys/SelX_to_KK_forCharmFromBSemi/decayVertices                                  |        1 |       1         |         |      |        |
 | *Charm/Phys/SelX_to_KPi_forCharmFromBSemi/Particles                                     |       10 |       1         |         |      |        |
 | *Charm/Phys/SelX_to_KPi_forCharmFromBSemi/decayVertices                                 |       10 |       1         |         |      |        |
 | *Charm/Phys/SelX_to_PiPi_forCharmFromBSemi/Particles                                    |        5 |       1         |         |      |        |
 | *Charm/Phys/SelX_to_PiPi_forCharmFromBSemi/decayVertices                                |        5 |       1         |         |      |        |
 | *Charm/Phys/Sel_D0_to_2K2Pi_forCharmFromBSemi/Particles                                 |        2 |       2         |         |      |        |
 | *Charm/Phys/Sel_D0_to_2K2Pi_forCharmFromBSemi/decayVertices                             |        2 |       2         |         |      |        |
 | *Charm/Phys/Sel_D0_to_4Pi_forCharmFromBSemi/Particles                                   |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/Sel_D0_to_4Pi_forCharmFromBSemi/decayVertices                               |        4 |     1.3+-0.3    | 0.5     |    1 | 2      |
 | *Charm/Phys/Sel_D0_to_K3Pi_forCharmFromBSemi/Particles                                  |       18 |       1         |         |      |        |
 | *Charm/Phys/Sel_D0_to_K3Pi_forCharmFromBSemi/decayVertices                              |       19 |       1         |         |      |        |
 | *Charm/Phys/SelpreLambdaCForPromptCharm/Particles                                       |      105 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/SelpreLambdaCForPromptCharm/decayVertices                                   |      105 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/SigmaCForPromptCharm/Particle2VertexRelations                               |     1064 |    14.4+-0.9    | 7.9     |    6 | 48     |
 | *Charm/Phys/SigmaCForPromptCharm/Particles                                              |      207 |     2.8+-0.2    | 2.0     |    1 | 11     |
 | *Charm/Phys/SigmaCForPromptCharm/decayVertices                                          |      207 |     2.8+-0.2    | 2.0     |    1 | 11     |
 | *Charm/Phys/Sigmac02LcpiB2ppipiSigmacmm_Lcpi/Particles                                  |      113 |     5.7+-2.0    | 8.8     |    1 | 37     |
 | *Charm/Phys/Sigmac02LcpiB2ppipiSigmacmm_Lcpi/decayVertices                              |      113 |     5.7+-2.0    | 8.8     |    1 | 37     |
 | *Charm/Phys/Sigmacmm2LcpiB2ppipiSigmacmm_Lcpi/Particles                                 |       30 |     3.8+-1.7    | 4.7     |    1 | 16     |
 | *Charm/Phys/Sigmacmm2LcpiB2ppipiSigmacmm_Lcpi/decayVertices                             |       30 |     3.8+-1.7    | 4.7     |    1 | 16     |
 | *Charm/Phys/StdAllLooseANNKaons/Particles                                               |     2010 |     2.1+-0.0    | 1.4     |    1 | 14     |
 | *Charm/Phys/StdAllLooseANNPions/Particles                                               |     2075 |     2.3+-0.1    | 2.1     |    1 | 29     |
 | *Charm/Phys/StdAllLooseANNProtons/Particles                                             |      462 |     1.2+-0.0    | 0.6     |    1 | 6      |
 | *Charm/Phys/StdAllLooseElectrons/Particles                                              |     1087 |     1.7+-0.0    | 0.7     |    1 | 5      |
 | *Charm/Phys/StdAllLooseGammaLL/Particles                                                |        3 |       3         |         |      |        |
 | *Charm/Phys/StdAllLooseGammaLL/decayVertices                                            |        1 |       1         |         |      |        |
 | *Charm/Phys/StdAllLooseKaons/Particles                                                  |     1548 |     1.4+-0.0    | 0.7     |    1 | 7      |
 | *Charm/Phys/StdAllLooseMuPion/Particles                                                 |       42 |     2.0+-0.3    | 1.3     |    1 | 6      |
 | *Charm/Phys/StdAllLooseMuPion/decayVertices                                             |       42 |     2.0+-0.3    | 1.3     |    1 | 6      |
 | *Charm/Phys/StdAllLooseMuons/Particles                                                  |      991 |     1.3+-0.0    | 0.6     |    1 | 7      |
 | *Charm/Phys/StdAllLoosePions/Particles                                                  |     4647 |     2.2+-0.0    | 1.4     |    1 | 17     |
 | *Charm/Phys/StdAllLooseProtons/Particles                                                |      748 |     1.1+-0.0    | 0.4     |    1 | 5      |
 | *Charm/Phys/StdAllNoPIDsKaons/Particles                                                 |     4236 |     2.0+-0.0    | 1.3     |    1 | 11     |
 | *Charm/Phys/StdAllNoPIDsPions/Particles                                                 |     7236 |     3.0+-0.0    | 2.2     |    1 | 17     |
 | *Charm/Phys/StdAllNoPIDsProtons/Particles                                               |      856 |     1.8+-0.1    | 1.2     |    1 | 8      |
 | *Charm/Phys/StdDiElectronFromTracks/Particles                                           |      936 |     4.5+-0.2    | 3.0     |    3 | 24     |
 | *Charm/Phys/StdDiElectronFromTracks/decayVertices                                       |      312 |     1.5+-0.1    | 1.0     |    1 | 8      |
 | *Charm/Phys/StdLooseAllPhotons/Particles                                                |     1406 |     2.6+-0.2    | 3.9     |    1 | 30     |
 | *Charm/Phys/StdLooseDetachedPhi2KK/Particles                                            |       54 |     1.5+-0.1    | 0.8     |    1 | 4      |
 | *Charm/Phys/StdLooseDetachedPhi2KK/decayVertices                                        |       54 |     1.5+-0.1    | 0.8     |    1 | 4      |
 | *Charm/Phys/StdLooseEta2gg/Particles                                                    |      175 |     3.8+-0.2    | 1.6     |    3 | 9      |
 | *Charm/Phys/StdLooseKsDD/Particles                                                      |      300 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/StdLooseKsDD/decayVertices                                                  |      300 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/StdLooseKsLL/Particles                                                      |      437 |     1.2+-0.0    | 0.5     |    1 | 4      |
 | *Charm/Phys/StdLooseKsLL/decayVertices                                                  |      437 |     1.2+-0.0    | 0.5     |    1 | 4      |
 | *Charm/Phys/StdLooseLambdaDD/Particles                                                  |      362 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *Charm/Phys/StdLooseLambdaDD/decayVertices                                              |      362 |     1.1+-0.0    | 0.3     |    1 | 4      |
 | *Charm/Phys/StdLooseLambdaLDpDown/Particles                                             |        4 |       1         |         |      |        |
 | *Charm/Phys/StdLooseLambdaLDpDown/decayVertices                                         |        4 |       1         |         |      |        |
 | *Charm/Phys/StdLooseLambdaLDpLong/Particles                                             |       24 |       1         |         |      |        |
 | *Charm/Phys/StdLooseLambdaLDpLong/decayVertices                                         |       24 |       1         |         |      |        |
 | *Charm/Phys/StdLooseLambdaLL/Particles                                                  |      135 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/StdLooseLambdaLL/decayVertices                                              |      135 |     1.0+-0.0    | 0.1     |    1 | 2      |
 | *Charm/Phys/StdLooseLambdac2PKPi/Particles                                              |       56 |     2.7+-0.7    | 3.1     |    1 | 12     |
 | *Charm/Phys/StdLooseLambdac2PKPi/decayVertices                                          |       56 |     2.7+-0.7    | 3.1     |    1 | 12     |
 | *Charm/Phys/StdLooseMergedPi0/Particles                                                 |      255 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/StdLoosePi02gg/Particles                                                    |     3547 |     4.5+-0.1    | 2.8     |    3 | 25     |
 | *Charm/Phys/StdNoPIDsDownPions/Particles                                                |      983 |     1.6+-0.0    | 0.6     |    1 | 4      |
 | *Charm/Phys/StdNoPIDsDownProtons/Particles                                              |      356 |     1.1+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/StdNoPIDsUpPions/Particles                                                  |       18 |       1         |         |      |        |
 | *Charm/Phys/StdTightKaons/Particles                                                     |      263 |     4.0+-0.0    | 0.2     |    4 | 5      |
 | *Charm/Phys/StdTightPhi2KK/Particles                                                    |      133 |     2.0+-0.0    | 0.2     |    2 | 3      |
 | *Charm/Phys/StdTightPhi2KK/decayVertices                                                |      133 |     2.0+-0.0    | 0.2     |    2 | 3      |
 | *Charm/Phys/StdTightProtons/Particles                                                   |      166 |       2         |         |      |        |
 | *Charm/Phys/StdVeryTightDsplus2KKPi/Particles                                           |       94 |       1         |         |      |        |
 | *Charm/Phys/StdVeryTightDsplus2KKPi/decayVertices                                       |       94 |       1         |         |      |        |
 | *Charm/Phys/XcForCC2DDcontrol/Particles                                                 |      142 |     2.0+-0.3    | 2.3     |    1 | 18     |
 | *Charm/Phys/XcForCC2DDcontrol/decayVertices                                             |      142 |     2.0+-0.3    | 2.3     |    1 | 18     |
 | *Charm/Phys/XiCstarstar2LambdaCPiKForPromptCharm/Particle2VertexRelations               |      744 |    24.0+-3.2    | 18.0    |    7 | 102    |
 | *Charm/Phys/XiCstarstar2LambdaCPiKForPromptCharm/Particles                              |      285 |     9.2+-1.9    | 10.8    |    1 | 60     |
 | *Charm/Phys/XiCstarstar2LambdaCPiKForPromptCharm/decayVertices                          |      285 |     9.2+-1.9    | 10.8    |    1 | 60     |
 | *Charm/Phys/Xic02LcPiForPromptCharm/Particle2VertexRelations                            |      567 |    14.2+-1.4    | 9.1     |    6 | 48     |
 | *Charm/Phys/Xic02LcPiForPromptCharm/Particles                                           |       49 |     1.2+-0.1    | 0.7     |    1 | 4      |
 | *Charm/Phys/Xic02LcPiForPromptCharm/decayVertices                                       |       49 |     1.2+-0.1    | 0.7     |    1 | 4      |
 | *Charm/Phys/Ximinus2LambdaPiDDDNeutralCBaryons/Particles                                |       14 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/Ximinus2LambdaPiDDDNeutralCBaryons/_RefitPVs                                |       15 |     1.2+-0.1    | 0.5     |    1 | 3      |
 | *Charm/Phys/Ximinus2LambdaPiDDDNeutralCBaryons/decayVertices                            |       14 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/Ximinus2LambdaPiDDLNeutralCBaryons/Particles                                |       25 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/Ximinus2LambdaPiDDLNeutralCBaryons/_RefitPVs                                |       29 |     1.2+-0.1    | 0.4     |    1 | 2      |
 | *Charm/Phys/Ximinus2LambdaPiDDLNeutralCBaryons/decayVertices                            |       25 |     1.0+-0.0    | 0.2     |    1 | 2      |
 | *Charm/Phys/Ximinus2LambdaPiLLLNeutralCBaryons/Particles                                |        1 |       1         |         |      |        |
 | *Charm/Phys/Ximinus2LambdaPiLLLNeutralCBaryons/_RefitPVs                                |        1 |       1         |         |      |        |
 | *Charm/Phys/Ximinus2LambdaPiLLLNeutralCBaryons/decayVertices                            |        1 |       1         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_1                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_2                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_3                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_4                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_B                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_D                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar08_Mu                               |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_1                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_2                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_3                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_4                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_B                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_D                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar10_Mu                               |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_1                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_2                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_3                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_4                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_B                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_D                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar13_Mu                               |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_1                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_2                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_3                                |        2 |       2         |         |      |        |
 | *Charm/Phys/b2D0MuX2K2PiCharmFromBSemiLine/P2ConeVar17_4                                |        2 |       2         |         |      |        |
