 +------------------------------------------------------------------------------------------------------------------------------------------------+
 | Location                                                                                |   Total  |       Mean      |   rms   |  min |   max  |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoBstautauCDFIso                                     |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.0                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.0_Dp_h                        |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.5                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.5_Dp_h                        |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.0                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.0_Dp_h                        |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.5                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.5_Dp_h                        |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                       |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.0                                  |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.0_Dp_h                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.0_Dp_l1                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.0_Dp_l2                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.5                                  |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.5_Dp_h                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.5_Dp_l1                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_1.5_Dp_l2                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_2.0                                  |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_2.0_Dp_h                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_2.0_Dp_l1                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoConeVariables_2.0_Dp_l2                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoTrackIsolationBDT                                  |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoTrackIsolationBDT_Dp_h                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoTrackIsolationBDT_Dp_l1                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoTrackIsolationBDT_Dp_l2                            |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoVertexIsolation                                    |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/RelInfoVertexIsolationBDT                                 |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/_RefitPVs                                                 |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KOSLine/decayVertices                                             |       16 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_KPiLine/Particle2VertexRelations                                  |       32 |     8.0+-0.4    | 0.7     |    7 | 9      |
 | *Charm/Phys/D2XMuMuSS_KPiLine/Particles                                                 |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KPiLine/_RefitPVs                                                 |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KPiLine/decayVertices                                             |        6 |     1.5+-0.2    | 0.5     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/Particle2VertexRelations                                  |       34 |     4.2+-0.2    | 0.7     |    4 | 6      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/Particles                                                 |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                        |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoBstautauCDFIso                                     |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.0                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.0_Dp_h                        |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.5                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.5_Dp_h                        |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.0                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.0_Dp_h                        |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.5                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.5_Dp_h                        |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                       |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.0                                  |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.0_Dp_h                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.0_Dp_l1                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.0_Dp_l2                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.5                                  |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.5_Dp_h                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.5_Dp_l1                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_1.5_Dp_l2                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_2.0                                  |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_2.0_Dp_h                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_2.0_Dp_l1                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoConeVariables_2.0_Dp_l2                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoTrackIsolationBDT                                  |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoTrackIsolationBDT_Dp_h                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoTrackIsolationBDT_Dp_l1                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoTrackIsolationBDT_Dp_l2                            |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoVertexIsolation                                    |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/RelInfoVertexIsolationBDT                                 |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/_RefitPVs                                                 |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_KSSLine/decayVertices                                             |        9 |     1.1+-0.1    | 0.3     |    1 | 2      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/Particle2VertexRelations                              |      274 |     4.9+-0.2    | 1.6     |    4 | 12     |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/Particles                                             |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                    |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoBstautauCDFIso                                 |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.0                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_h                    |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.5                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_h                    |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.0                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_h                    |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.5                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_h                    |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                   |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.0                              |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.0_Dp_h                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.0_Dp_l1                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.0_Dp_l2                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.5                              |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.5_Dp_h                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.5_Dp_l1                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_1.5_Dp_l2                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_2.0                              |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_2.0_Dp_h                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_2.0_Dp_l1                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoConeVariables_2.0_Dp_l2                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoTrackIsolationBDT                              |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoTrackIsolationBDT_Dp_h                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoTrackIsolationBDT_Dp_l1                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoTrackIsolationBDT_Dp_l2                        |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoVertexIsolation                                |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/RelInfoVertexIsolationBDT                             |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/_RefitPVs                                             |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_OSLine/decayVertices                                         |       62 |     1.1+-0.0    | 0.4     |    1 | 3      |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/Particle2VertexRelations                              |      162 |     4.5+-0.2    | 1.0     |    4 | 8      |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/Particles                                             |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                    |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoBstautauCDFIso                                 |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.0                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_h                    |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.5                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_h                    |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.0                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_h                    |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.5                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_h                    |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_l1                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariablesForEW_1.5_Dp_l2                   |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.0                              |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.0_Dp_h                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.0_Dp_l1                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.0_Dp_l2                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.5                              |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.5_Dp_h                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.5_Dp_l1                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_1.5_Dp_l2                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_2.0                              |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_2.0_Dp_h                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_2.0_Dp_l1                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoConeVariables_2.0_Dp_l2                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoTrackIsolationBDT                              |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoTrackIsolationBDT_Dp_h                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoTrackIsolationBDT_Dp_l1                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoTrackIsolationBDT_Dp_l2                        |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoVertexIsolation                                |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/RelInfoVertexIsolationBDT                             |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/_RefitPVs                                             |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EE_SSLine/decayVertices                                         |       36 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/Particle2VertexRelations                             |      123 |     4.6+-0.2    | 1.0     |    4 | 8      |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/Particles                                            |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_h                   |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l1                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoBs2MuMuTrackIsolations_Dp_l2                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoBstautauCDFIso                                |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.0                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.0_Dp_h                   |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l1                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.0_Dp_l2                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.5                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.5_Dp_h                   |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l1                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_0.5_Dp_l2                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.0                        |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.0_Dp_h                   |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l1                  |       27 |       1         |         |      |        |
 | *Charm/Phys/D2XMuMuSS_K_EMu_OSLine/RelInfoConeVariablesForEW_1.0_Dp_l2                  |       27 |       1         |         |      |        |
